"run","tick","toString","Threshold"
2,271.0,"1",10
2,272.0,"1",10
2,273.0,"1",9
2,274.0,"1",8
2,275.0,"1",9
2,276.0,"1",10
2,277.0,"1",9
2,278.0,"1",8
2,279.0,"1",9
2,280.0,"1",8
2,281.0,"1",7
2,282.0,"1",8
2,283.0,"1",8
2,284.0,"1",9
2,285.0,"1",8
2,286.0,"1",8
2,287.0,"1",7
2,288.0,"1",7
2,289.0,"1",7
2,290.0,"1",8
2,291.0,"1",9
2,292.0,"1",8
2,293.0,"1",9
2,294.0,"1",9
2,295.0,"1",10
2,296.0,"1",10
2,297.0,"1",10
2,298.0,"1",10
2,299.0,"1",10
2,300.0,"1",10
2,301.0,"1",9
2,302.0,"1",10
2,303.0,"1",10
2,304.0,"1",10
2,305.0,"1",9
2,306.0,"1",10
2,307.0,"1",9
2,308.0,"1",8
2,309.0,"1",8
2,310.0,"1",9
2,311.0,"1",10
2,312.0,"1",10
2,313.0,"1",10
2,314.0,"1",10
2,315.0,"1",10
2,316.0,"1",9
2,317.0,"1",8
2,318.0,"1",9
2,319.0,"1",10
2,320.0,"1",9
2,321.0,"1",10
2,322.0,"1",10
2,323.0,"1",10
2,324.0,"1",10
2,325.0,"1",10
2,326.0,"1",9
2,327.0,"1",10
2,328.0,"1",9
2,329.0,"1",8
2,330.0,"1",9
2,331.0,"1",10
2,332.0,"1",9
2,333.0,"1",9
2,334.0,"1",10
2,335.0,"1",10
2,336.0,"1",10
2,337.0,"1",10
2,338.0,"1",10
2,339.0,"1",9
2,340.0,"1",10
2,341.0,"1",10
2,342.0,"1",10
2,343.0,"1",10
2,344.0,"1",10
2,345.0,"1",10
2,346.0,"1",10
2,347.0,"1",10
2,348.0,"1",9
2,349.0,"1",8
2,350.0,"1",9
2,351.0,"1",10
2,352.0,"1",10
2,353.0,"1",10
2,354.0,"1",10
2,355.0,"1",9
2,356.0,"1",10
2,357.0,"1",9
2,358.0,"1",10
2,359.0,"1",10
2,360.0,"1",9
2,361.0,"1",8
2,362.0,"1",7
2,363.0,"1",6
2,364.0,"1",7
2,365.0,"1",6
2,366.0,"1",6
2,367.0,"1",6
2,368.0,"1",6
2,369.0,"1",7
2,370.0,"1",8
2,371.0,"1",9
2,372.0,"1",8
2,373.0,"1",9
2,374.0,"1",9
2,375.0,"1",10
2,376.0,"1",10
2,377.0,"1",9
2,378.0,"1",10
2,379.0,"1",10
2,380.0,"1",10
2,381.0,"1",9
2,382.0,"1",10
2,383.0,"1",10
2,384.0,"1",9
2,385.0,"1",10
2,386.0,"1",10
2,387.0,"1",10
2,388.0,"1",10
2,389.0,"1",10
2,390.0,"1",9
2,391.0,"1",8
2,392.0,"1",7
2,393.0,"1",6
2,394.0,"1",7
2,395.0,"1",8
2,396.0,"1",9
2,397.0,"1",8
2,398.0,"1",8
2,399.0,"1",9
2,400.0,"1",10
2,401.0,"1",9
2,402.0,"1",9
2,403.0,"1",10
2,404.0,"1",10
2,405.0,"1",10
2,406.0,"1",10
2,407.0,"1",10
2,408.0,"1",10
2,409.0,"1",10
2,410.0,"1",9
2,411.0,"1",8
2,412.0,"1",8
2,413.0,"1",9
2,414.0,"1",10
2,415.0,"1",9
2,416.0,"1",9
2,417.0,"1",10
2,418.0,"1",10
2,419.0,"1",10
2,420.0,"1",10
2,421.0,"1",10
2,422.0,"1",10
2,423.0,"1",10
2,424.0,"1",10
2,425.0,"1",9
2,426.0,"1",8
2,427.0,"1",9
2,428.0,"1",10
2,429.0,"1",10
2,430.0,"1",10
2,431.0,"1",10
2,432.0,"1",10
2,433.0,"1",9
2,434.0,"1",10
2,435.0,"1",9
2,436.0,"1",8
2,437.0,"1",9
2,438.0,"1",9
2,439.0,"1",10
2,440.0,"1",9
2,441.0,"1",10
2,442.0,"1",10
2,443.0,"1",10
2,444.0,"1",9
2,445.0,"1",10
2,446.0,"1",10
2,447.0,"1",9
2,448.0,"1",10
2,449.0,"1",10
2,450.0,"1",10
2,451.0,"1",9
2,452.0,"1",10
2,453.0,"1",10
2,454.0,"1",10
2,455.0,"1",9
2,456.0,"1",10
2,457.0,"1",10
2,458.0,"1",9
2,459.0,"1",8
2,460.0,"1",9
2,461.0,"1",10
2,462.0,"1",9
2,463.0,"1",10
2,464.0,"1",10
2,465.0,"1",10
2,466.0,"1",9
2,467.0,"1",9
2,468.0,"1",10
2,469.0,"1",9
2,470.0,"1",10
2,471.0,"1",10
2,472.0,"1",9
2,473.0,"1",8
2,474.0,"1",9
2,475.0,"1",8
2,476.0,"1",9
2,477.0,"1",10
2,478.0,"1",10
2,479.0,"1",10
2,480.0,"1",10
2,481.0,"1",10
2,482.0,"1",10
2,483.0,"1",10
2,484.0,"1",9
2,485.0,"1",8
2,486.0,"1",9
2,487.0,"1",10
2,488.0,"1",10
2,489.0,"1",10
2,490.0,"1",10
2,491.0,"1",10
2,492.0,"1",9
2,493.0,"1",8
2,494.0,"1",9
2,495.0,"1",8
2,496.0,"1",9
2,497.0,"1",8
2,498.0,"1",9
2,499.0,"1",9
2,500.0,"1",10
